24.687500, 0.204261, 0.240381, 0.849738, 0.703193, 0.341842
24.687500, 0.236351, 0.241679, 0.977957, 0.705119, 0.342749
24.750000, 0.394137, 0.388340, 1.014927, 0.884630, 0.438986
24.750000, 0.331288, 0.346556, 0.955945, 0.848581, 0.408394
24.812500, 0.318542, 0.341110, 0.933838, 0.842164, 0.405040
24.812500, 0.228449, 0.244714, 0.933538, 0.709145, 0.345082
24.812500, 0.264390, 0.278120, 0.950632, 0.749641, 0.371004
24.812500, 0.366900, 0.344811, 1.064063, 0.844464, 0.408319
24.750000, 0.545427, 0.449248, 1.214089, 0.923043, 0.486703
24.750000, 0.320552, 0.297547, 1.077316, 0.776245, 0.383315
24.812500, 0.331400, 0.324959, 1.019821, 0.795653, 0.408417
24.812500, 0.277351, 0.284920, 0.973436, 0.760436, 0.374680
24.750000, 0.332288, 0.345902, 0.960642, 0.847064, 0.408354
24.750000, 0.276103, 0.301349, 0.916223, 0.775834, 0.388420
24.812500, 0.269903, 0.283537, 0.951914, 0.752282, 0.376903
24.812500, 0.252032, 0.267058, 0.943734, 0.739478, 0.361144
24.812500, 0.278911, 0.290987, 0.958502, 0.781077, 0.372545
24.812500, 0.234463, 0.286087, 0.819549, 0.765905, 0.373529
24.750000, 0.263458, 0.279499, 0.942607, 0.777070, 0.359683
24.750000, 0.308718, 0.318960, 0.967890, 0.706432, 0.451509
24.750000, 0.300399, 0.289651, 1.037105, 0.731005, 0.396237
24.750000, 0.291432, 0.285029, 1.022466, 0.762183, 0.373964
24.687500, 0.324080, 0.353765, 0.916086, 0.829081, 0.426696
24.687500, 0.248595, 0.261645, 0.950123, 0.733409, 0.356752
24.750000, 0.248866, 0.265368, 0.937816, 0.732813, 0.362122
24.750000, 0.137383, 0.216690, 0.634007, 0.669320, 0.323746
24.812500, 0.125700, 0.184352, 0.681846, 0.603247, 0.305599
24.812500, 0.268425, 0.272080, 0.986567, 0.744454, 0.365476
24.750000, 0.479604, 0.454593, 1.055019, 0.955212, 0.475908
24.750000, 0.256740, 0.282278, 0.909530, 0.771238, 0.366006
24.812500, 0.096946, 0.102946, 0.941723, 0.492183, 0.209162
24.937500, 0.415880, 0.434275, 0.957643, 0.976560, 0.444698
24.937500, 0.668021, 0.684308, 0.976198, 1.163931, 0.587929
24.875000, 0.265919, 0.269449, 0.986900, 0.768617, 0.350563
24.750000, 0.225457, 0.282148, 0.799073, 0.735195, 0.383773
24.750000, 0.336837, 0.375388, 0.897303, 0.853583, 0.439779
24.812500, 0.099046, 0.171222, 0.578465, 0.617303, 0.277371
24.812500, 0.250411, 0.269932, 0.927684, 0.739873, 0.364835
24.875000, 0.210070, 0.232541, 0.903365, 0.618872, 0.375751
24.875000, 0.339539, 0.280824, 1.209081, 0.710886, 0.395034
24.875000, 0.249497, 0.216611, 1.151824, 0.629155, 0.344289
24.875000, 0.266934, 0.274875, 0.971108, 0.731135, 0.375957
24.875000, 0.126667, 0.187058, 0.677152, 0.575355, 0.325118
24.875000, 0.247445, 0.257908, 0.959432, 0.661075, 0.390134
24.687500, 0.246092, 0.274285, 0.897215, 0.678459, 0.404276
24.687500, 0.254116, 0.315870, 0.804496, 0.786466, 0.401633
24.687500, 0.252224, 0.266413, 0.946740, 0.725291, 0.367319
24.687500, 0.241190, 0.249696, 0.965936, 0.712165, 0.350616
24.687500, 0.302840, 0.271971, 1.113502, 0.775362, 0.350766
24.687500, 0.318769, 0.318828, 0.999815, 0.794070, 0.401511
24.875000, 0.074919, 0.131259, 0.570772, 0.517187, 0.253794
24.875000, 0.209287, 0.240331, 0.870829, 0.708890, 0.339025
24.812500, 0.403465, 0.386515, 1.043852, 0.868601, 0.444986
24.812500, 0.424577, 0.361140, 1.175659, 0.867759, 0.416175
24.812500, 0.269018, 0.271588, 0.990534, 0.744933, 0.364581
24.812500, 0.238895, 0.254383, 0.939115, 0.710893, 0.357836
24.812500, 0.277598, 0.285116, 0.973629, 0.759191, 0.375553
24.812500, 0.287736, 0.303611, 0.947714, 0.786090, 0.386229
24.875000, 0.353564, 0.342694, 1.031717, 0.848047, 0.404098
24.875000, 0.244842, 0.307896, 0.795212, 0.763716, 0.403155
24.875000, 0.178585, 0.206403, 0.865226, 0.584725, 0.352991
24.875000, 0.166098, 0.205942, 0.806528, 0.655842, 0.314012
24.812500, 0.412466, 0.378132, 1.090799, 0.869185, 0.435042
24.812500, 0.314803, 0.319783, 0.984428, 0.845727, 0.378115
24.812500, 0.340714, 0.351273, 0.969941, 0.881579, 0.398459
24.812500, 0.286340, 0.295788, 0.968059, 0.768684, 0.384797
24.687500, 0.153558, 0.247472, 0.620507, 0.679791, 0.364042
24.687500, 0.226099, 0.248162, 0.911097, 0.711797, 0.348641
24.812500, 0.271054, 0.230413, 1.176381, 0.657178, 0.350610
24.812500, 0.154991, 0.201808, 0.768009, 0.647984, 0.311440
24.875000, 0.092608, 0.155020, 0.597393, 0.582160, 0.266285
24.875000, 0.260777, 0.283814, 0.918831, 0.760522, 0.373184
24.875000, 0.298744, 0.315756, 0.946121, 0.790862, 0.399256
24.875000, 0.051025, 0.104263, 0.489389, 0.515674, 0.202188
24.812500, 0.246531, 0.280127, 0.880069, 0.765596, 0.365894
24.812500, 0.154949, 0.196327, 0.789240, 0.659657, 0.297619
24.812500, 0.000640, 0.099210, 0.006453, 0.468187, 0.211902
24.875000, 0.099711, 0.173882, 0.573439, 0.618297, 0.281227
24.875000, 0.283047, 0.293076, 0.965779, 0.754095, 0.388646
24.812500, 0.250649, 0.236517, 1.059754, 0.657322, 0.359818
24.812500, 0.257850, 0.268133, 0.961651, 0.724635, 0.370024
24.812500, 0.248562, 0.270089, 0.920296, 0.742342, 0.363833
24.812500, 0.310548, 0.297424, 1.044127, 0.773117, 0.384708
24.812500, 0.211262, 0.234793, 0.899781, 0.630472, 0.372408
24.812500, 0.293873, 0.306274, 0.959510, 0.805964, 0.380009
24.812500, 0.194274, 0.230033, 0.844547, 0.689026, 0.333853
24.812500, 0.281845, 0.297195, 0.948351, 0.787532, 0.377375
24.812500, 0.194792, 0.249198, 0.781675, 0.717424, 0.347351
24.812500, 0.168085, 0.134834, 1.246611, 0.537002, 0.251086
24.812500, 0.283426, 0.301257, 0.940813, 0.814303, 0.369956
24.812500, 0.270115, 0.280578, 0.962710, 0.746882, 0.375666
24.687500, 0.273826, 0.285801, 0.958099, 0.751910, 0.380100
24.687500, 0.197417, 0.250985, 0.786569, 0.728798, 0.344382
24.937500, 0.278838, 0.283156, 0.984752, 0.762667, 0.371271
24.937500, 0.292988, 0.319148, 0.918033, 0.771417, 0.413717
24.875000, 0.078330, 0.140521, 0.557428, 0.564554, 0.248906
24.875000, 0.232291, 0.254777, 0.911743, 0.718590, 0.354551
24.875000, 0.182062, 0.200616, 0.907518, 0.606306, 0.330881
24.875000, 0.306714, 0.310187, 0.988803, 0.798360, 0.388530
24.812500, 0.241665, 0.278478, 0.867804, 0.737502, 0.377596
24.812500, 0.439417, 0.362655, 1.211669, 0.871323, 0.416212
24.750000, 0.224098, 0.215883, 1.038054, 0.672311, 0.321105
24.750000, 0.221871, 0.244954, 0.905768, 0.693856, 0.353032
24.937500, 0.240663, 0.254727, 0.944790, 0.716098, 0.355715
24.937500, 0.224313, 0.246731, 0.909141, 0.694373, 0.355329
24.875000, 0.287967, 0.294441, 0.978010, 0.765990, 0.384393
24.875000, 0.302622, 0.309317, 0.978357, 0.783545, 0.394766
24.875000, 0.177104, 0.216293, 0.818815, 0.619330, 0.349238
24.875000, 0.207120, 0.224614, 0.922115, 0.651789, 0.344611
24.812500, 0.235963, 0.254461, 0.927307, 0.709465, 0.358666
24.812500, 0.243332, 0.269182, 0.903968, 0.732319, 0.367575
24.875000, 0.229685, 0.256614, 0.895061, 0.722823, 0.355017
24.875000, 0.252568, 0.243215, 1.038459, 0.737337, 0.329855
24.812500, 0.191222, 0.222249, 0.860398, 0.647449, 0.343268
24.812500, 0.339497, 0.316837, 1.071521, 0.755241, 0.419517
24.875000, 0.218994, 0.238356, 0.918772, 0.685087, 0.347920
24.875000, 0.359303, 0.352185, 1.020210, 0.874477, 0.402738
24.875000, 0.245148, 0.257996, 0.950201, 0.731138, 0.352869
24.875000, 0.234144, 0.255550, 0.916238, 0.729459, 0.350327
24.812500, 0.266416, 0.276050, 0.965101, 0.727267, 0.379572
24.812500, 0.274695, 0.264899, 1.036982, 0.791692, 0.334598
24.750000, 0.236782, 0.277605, 0.852948, 0.735840, 0.377262
24.750000, 0.345682, 0.312615, 1.105777, 0.770965, 0.405485
24.812500, 0.265769, 0.281074, 0.945547, 0.748752, 0.375390
24.812500, 0.231794, 0.298383, 0.776833, 0.767606, 0.388719
24.875000, 0.247323, 0.241464, 1.024264, 0.694376, 0.347742
24.875000, 0.310112, 0.304888, 1.017135, 0.781009, 0.390377
24.750000, 0.165296, 0.209491, 0.789038, 0.663413, 0.315777
24.750000, 0.204115, 0.267686, 0.762516, 0.693785, 0.385834
24.812500, 0.269775, 0.285900, 0.943597, 0.760496, 0.375940
24.812500, 0.184675, 0.203532, 0.907352, 0.613804, 0.331592
24.687500, 0.128306, 0.204799, 0.626496, 0.622008, 0.329255
24.687500, 0.110405, 0.140694, 0.784718, 0.538631, 0.261207
24.812500, 0.273754, 0.286444, 0.955698, 0.766164, 0.373867
24.812500, 0.249278, 0.309409, 0.805660, 0.796895, 0.388268
24.812500, 0.441544, 0.379420, 1.163735, 0.865792, 0.438235
24.812500, 0.064693, 0.134270, 0.481811, 0.498586, 0.269302
24.812500, 0.239474, 0.257864, 0.928682, 0.709849, 0.363267
24.812500, 0.402223, 0.359486, 1.118882, 0.798612, 0.450139
24.812500, 0.262808, 0.234995, 1.118358, 0.608850, 0.385965
24.812500, 0.279454, 0.286131, 0.976665, 0.710582, 0.402671
24.875000, 0.318722, 0.348281, 0.915128, 0.928463, 0.375116
24.875000, 0.195744, 0.230818, 0.848044, 0.691748, 0.333674
24.875000, 0.085932, 0.185449, 0.463369, 0.642499, 0.288638
24.875000, 0.227484, 0.244994, 0.928527, 0.705106, 0.347458
24.750000, 0.203143, 0.235038, 0.864301, 0.695656, 0.337865
24.750000, 0.265752, 0.304797, 0.871899, 0.758850, 0.401656
24.812500, 0.144507, 0.186393, 0.775279, 0.595200, 0.313160
24.812500, 0.156121, 0.209796, 0.744154, 0.638340, 0.328659
24.812500, 0.184912, 0.240306, 0.769483, 0.690334, 0.348102
24.812500, 0.163850, 0.181355, 0.903477, 0.599483, 0.302520
24.875000, 0.101335, 0.169185, 0.598960, 0.608760, 0.277917
24.875000, 0.005519, 0.122276, 0.045133, 0.520758, 0.234805
24.875000, 0.158846, 0.201284, 0.789166, 0.646900, 0.311152
24.875000, 0.290749, 0.279182, 1.041432, 0.763164, 0.365821
24.750000, 0.123312, 0.180640, 0.682638, 0.626195, 0.288473
24.750000, 0.010320, 0.038151, 0.270504, 0.361266, 0.105603
24.812500, 0.236626, 0.243793, 0.970600, 0.711792, 0.342506
24.812500, 0.285668, 0.280988, 1.016655, 0.764543, 0.367524
24.875000, 0.273715, 0.240743, 1.136958, 0.677799, 0.355184
24.875000, 0.266222, 0.277703, 0.958658, 0.726224, 0.382393
24.687500, 0.228424, 0.249001, 0.917362, 0.646038, 0.385428
24.687500, 0.157248, 0.201578, 0.780084, 0.650784, 0.309747
24.812500, 0.112904, 0.179081, 0.630459, 0.624538, 0.286742
24.812500, 0.399265, 0.415864, 0.960086, 0.929685, 0.447317
24.687500, 0.220928, 0.257109, 0.859278, 0.719896, 0.357147
24.687500, 0.252987, 0.301566, 0.838911, 0.838630, 0.359594
